text,Sentiment,Sentiment_Label,Sentiment_Code
feeling is from excessively like looking,-0.25,Negative,0
around and i think as i use this more,0.5,Positive,1
i'll get used to it more where right now,0.39285714285714285,Positive,1
i think i'm like actively looking at,-0.13333333333333333,Negative,0
something because i know that's how i,0.0,Neutral,0
select whereas i feel it becoming more,0.475,Positive,1
second nature and it'll be less i feel,-0.08333333333333333,Negative,0
like exhausting after a,-0.4,Negative,0
while this is m blowing to me okay so,0.5,Positive,1
i've still got our chat up there now i,0.0,Neutral,0
want to find an image it's so cool cuz,0.35,Positive,1
when i start typing it just,0.0,Neutral,0
automatically the keyboard just goes,0.0,Neutral,0
away so if i want to copy an image i,0.0,Neutral,0
just look at it i hold it,0.0,Neutral,0
copy i'm going to look over here delete,0.0,Neutral,0
that image and let's see if apple v,0.0,Neutral,0
works it does i just pasted it now if,0.0,Neutral,0
you do want to paste this you just do,0.0,Neutral,0
the same action you just hold this in,0.05,Positive,1
and it'll bring up a little selection,-0.1875,Negative,0
and you can click paste um i'm also,0.0,Neutral,0
recording over here if you guys are,0.0,Neutral,0
curious what this is for that's how i'm,-0.1,Negative,0
screen recording everything and,0.0,Neutral,0
hopefully i'm not making you completely,0.1,Positive,1
nauseous by looking around everywhere,0.0,Neutral,0
this is pretty awesome okay i'm going to,0.5833333333333334,Positive,1
go into this presentation mode and i can,0.0,Neutral,0
choose an environment for my rehearsal,0.0,Neutral,0
so we are going to go and transport to,0.0,Neutral,0
the steve jobs theater to,0.0,Neutral,0
rehearse for my presentation hello,0.0,Neutral,0
everyone welcome to the steve jobs,0.8,Positive,1
theater uh it's justine oh my god i,0.0,Neutral,0
would probably die to be standing on the,0.0,Neutral,0
stage at one point in my life,0.0,Neutral,0
um what my presentation is actually back,0.0,Neutral,0
there dude this is,0.0,Neutral,0
wild h are we manifesting right now i,0.19285714285714284,Positive,1
think we are i wonder if i stand up if,0.0,Neutral,0
it'll if if it if i will stand up okay,0.5,Positive,1
when i stand up it,0.0,Neutral,0
actually okay you guys can see this,0.5,Positive,1
because i'm screen recording but it it,0.0,Neutral,0
actually knew that i was standing up and,0.0,Neutral,0
showed me my surroundings so it's not,0.0,Neutral,0
giving me the full view so i don't hurt,0.35,Positive,1
myself which is actually pretty free,0.325,Positive,1
freaking awesome there's my beautiful,0.925,Positive,1
work of art that i just,0.0,Neutral,0
did wow oh i god i can even see the,0.1,Positive,1
carpet okay i got to sit back,0.25,Positive,1
down okay now that i've sat back down,0.047222222222222214,Positive,1
everything has come back into view so,0.0,Neutral,0
that's a really cool safety feature and,0.35,Positive,1
it happened so quickly i have a laser,0.3333333333333333,Positive,1
pointer how does that work look oh my,0.0,Neutral,0
gosh look at the laser pointer this is,0.0,Neutral,0
so cool look at this i'm losing it this,0.35,Positive,1
is so cool when i'm having a bad day i'm,-0.17499999999999993,Negative,0
just going to come in here and i'm going,0.0,Neutral,0
to sit in the steve jobs theater and,0.0,Neutral,0
just make presentations there's now a,0.0,Neutral,0
whole new app store for vision pro so,0.16818181818181818,Positive,1
let's go check out some of those apps,0.0,Neutral,0
i've already downloaded a few when i did,-0.2,Negative,0
my setup there's a really cool hiking,0.35,Positive,1
one that i saw i want to check that one,0.0,Neutral,0
out hiking and skiing peak visor so i've,0.0,Neutral,0
now connected into the immersive map,0.0,Neutral,0
here it's downloading oh gosh this is,0.0,Neutral,0
going to be so cool oh my goodness look,0.35,Positive,1
at all of this everywhere that i,0.0,Neutral,0
look,0.0,Neutral,0
i am i am swimming in the mountain you,0.0,Neutral,0
suon village tell me more about it and,0.5,Positive,1
then it just pops up right here it's,0.2857142857142857,Positive,1
like up to my neck cho cho mountain is,0.0,Neutral,0
it's on my neck check out this cool hike,0.35,Positive,1
in yus we should do it one day it's,0.0,Neutral,0
called choo cho mountain choo choo choo,0.0,Neutral,0
cho cho cho choo come over soon and try,0.0,Neutral,0
out vision pro that was way cooler than,0.0,Neutral,0
i i actually thought it was going to be,0.0,Neutral,0
sky guide oh my goodness oh my my good,0.7,Positive,1
oh oh,0.0,Neutral,0
hello you go back where you belong i,0.0,Neutral,0
feel like a,0.0,Neutral,0
god what this is so cool also if you,0.35,Positive,1
want to reenter your little icons you,-0.1875,Negative,0
just have to press and hold on the,0.0,Neutral,0
digital crown so that'll give you a,0.0,Neutral,0
different view just like so now it's,0.0,Neutral,0
time to test out this app that i have,0.0,Neutral,0
been dying to show you this is the dj,0.0,Neutral,0
app so here's what it looks like,0.0,Neutral,0
normally on the ipad you can bring this,0.15,Positive,1
into your space like an actual dj set,0.0,Neutral,0
here it is okay so i'm going to move,0.5,Positive,1
this closer so that i don't have to get,0.0,Neutral,0
up yeah this is great okay check this,0.65,Positive,1
out i can pick this up put it back down,-0.07777777777777779,Negative,0
i can,0.0,Neutral,0
scratch that's not it look what else we,0.0,Neutral,0
have we have,0.0,Neutral,0
music,0.0,Neutral,0
effects oh you think that's it no it's,0.0,Neutral,0
not it,0.0,Neutral,0
look at all of these albums that have,0.0,Neutral,0
just popped up that i can pull,0.0,Neutral,0
out and put,0.0,Neutral,0
music,0.0,Neutral,0
down i probably should stop dancing,-0.15555555555555559,Negative,0
because you guys are probably seeing my,0.0,Neutral,0
head move around a lot you thought that,0.0,Neutral,0
was it no we can go into different,0.0,Neutral,0
environments oh look at,0.0,Neutral,0
this everything is,0.0,Neutral,0
awesome oh check this,1.0,Positive,1
out look at the,0.0,Neutral,0
tunnel oh sh look we have people are,0.0,Neutral,0
they going to dance do you want me to,0.0,Neutral,0
change up the music maybe what's back,0.0,Neutral,0
here,0.0,Neutral,0
summer we love it okay they like this,0.5,Positive,1
now they're,0.0,Neutral,0
dancing hey clos dj and we're back in,0.0,Neutral,0
the living room let's see what else we,0.0,Neutral,0
can do apple arcade is huge there's so,0.4000000000000001,Positive,1
many games to choose from you can play,0.5,Positive,1
ipad apps iphone games and you can also,0.0,Neutral,0
connect an xbox controller or a,0.0,Neutral,0
playstation controller a controller,0.0,Neutral,0
through bluetooth and i happen to have,0.0,Neutral,0
my xbox controller here that i actually,0.0,Neutral,0
just use all the time when i play xbox,0.0,Neutral,0
and i'm going to play a game this is on,-0.4,Negative,0
apple arcade so if you have apple arcade,0.0,Neutral,0
obviously you can you can play this so,0.0,Neutral,0
like i have filled this screen basically,0.4,Positive,1
as large as i can here on my wall so as,0.21428571428571427,Positive,1
you can see i'm using this xbox,0.0,Neutral,0
controller i think jenna's here but i'm,0.0,Neutral,0
busy like here we go i'm gaming i'm,0.1,Positive,1
gaming hey maddie hi angel mommy's,0.0,Neutral,0
playing a video game i'm in the,-0.4,Negative,0
future yeah but i am i'm playing sonic,0.0,Neutral,0
right now come on up come on up buddy,0.2857142857142857,Positive,1
okay so also what's cool is if i want to,0.425,Positive,1
go into an environment oh yeah this is,0.0,Neutral,0
beautiful okay i'm going,0.675,Positive,1
to i'm gonna play my game in,-0.4,Negative,0
peace look at,0.0,Neutral,0
this and i can still see my hands so,0.0,Neutral,0
this is something i can't wait to try,0.0,Neutral,0
i'm going to mirror my display into my,0.0,Neutral,0
headset and edit the video that you're,0.0,Neutral,0
seeing right now ah this is going to be,0.2857142857142857,Positive,1
so cool okay we're going in oh here's my,0.425,Positive,1
computer this is showing a little,-0.1875,Negative,0
connect i that's just popped up so let's,0.0,Neutral,0
look at it we're,0.0,Neutral,0
connecting and now,0.0,Neutral,0
oh my goodness my freaking timeline is,0.0,Neutral,0
now in front of my face oh my gosh mo,0.0,Neutral,0
the window so you,0.0,Neutral,0
look this is unbelievable okay the only,0.08333333333333333,Positive,1
problem is okay i don't know where all,0.5,Positive,1
my keys,0.0,Neutral,0
are obviously i am watching some content,0.0,Neutral,0
wow this is messing with my brain,0.1,Positive,1
because it looks so good like look at,0.7,Positive,1
this i'm just moving this all around my,0.0,Neutral,0
room the other cool thing is if i wanted,0.11249999999999999,Positive,1
i could bring up any other apps here i,-0.125,Negative,0
could just have my youtube channel over,0.0,Neutral,0
here like this is just it's awesome,1.0,Positive,1
should i bring a dinosaur in we were,0.0,Neutral,0
editing and now we're not look at this,0.0,Neutral,0
little,-0.1875,Negative,0
butterfly oh my god it's it's touching,0.5,Positive,1
me i felt that i felt that um okay,0.5,Positive,1
you're it's so close to me dude dude i'm,0.0,Neutral,0
honestly going to i'm so,0.6,Positive,1
music,0.0,Neutral,0
scared he's looking at my hand wow that,0.1,Positive,1
was a lot so jenna came over to try out,0.0,Neutral,0
vision pro now there is a really cool,0.35,Positive,1
guest mode that you can give access to a,0.0,Neutral,0
guest and jenna is my guest today okay,0.5,Positive,1
so i'm going to put this on and get,0.0,Neutral,0
guest mode all set up for you and then,0.0,Neutral,0
we're going to go through a little,-0.1875,Negative,0
tutorial o a tutorial you will be able,0.5,Positive,1
to experience vision pro so i open up,0.0,Neutral,0
the apps that i wanted jenna to be able,0.5,Positive,1
to view and then i hit guest mode okay,0.5,Positive,1
ready i think so oh let me get you a,0.2,Positive,1
fresh cushion this comes in two parts on,0.3,Positive,1
the website you can actually custom fit,0.2,Positive,1
these to your face so this is custom fit,0.4,Positive,1
to mine so the seal might not be perfect,1.0,Positive,1
for you but i feel like we have same,0.0,Neutral,0
brain probably same face is it like a,0.0,Neutral,0
small medium large type of number they,-0.017857142857142863,Negative,0
have different sizes and they didn't say,0.0,Neutral,0
how many different sizes here you go how,0.25,Positive,1
do you loosen and tighten the band right,0.2857142857142857,Positive,1
here yep right there and then oh make,0.2857142857142857,Positive,1
sure you always grab it by,0.5,Positive,1
okay i'm learning there hold it to your,0.5,Positive,1
face and then give it a nice little okay,0.30416666666666664,Positive,1
okay so i'm seeing what she's seeing now,0.5,Positive,1
so she's holding the digital crown to,0.0,Neutral,0
align it with her eyes so oh my gosh,0.0,Neutral,0
look at that i can see my feet so this,0.0,Neutral,0
is going to go through the whole process,0.2,Positive,1
that i went through initially to set up,0.0,Neutral,0
your hands um yeah match the hands i see,0.0,Neutral,0
it go tap your fingers to select it i'm,0.0,Neutral,0
looking at it okay look at each dot and,0.5,Positive,1
then do a little pinch to select,-0.1875,Negative,0
okay now you're going to do it again in,0.5,Positive,1
a different lighting,0.0,Neutral,0
condition i do like that i don't have to,0.0,Neutral,0
move my head around cuz i feel like with,0.0,Neutral,0
other vr moving my head around made me,-0.125,Negative,0
ill mh but this i don't have to move it,-0.5,Negative,0
okay it's completing your eye setup are,0.5,Positive,1
you ready to experience apple vision pro,0.2,Positive,1
jenna yes i am what am i going to what,0.0,Neutral,0
do i have to look forward to oh well the,0.0,Neutral,0
future you're in the future right now so,0.09523809523809523,Positive,1
look at my socks okay so i opened up all,0.5,Positive,1
these apps already for you um let's see,0.0,Neutral,0
hi oh my it's isn't it weird it's weird,-0.5,Negative,0
cuz it's like i can see through you yeah,0.0,Neutral,0
but me but you're not wow okay so these,0.225,Positive,1
are my spatial videos okay now look up,0.5,Positive,1
at the top where it's got that little,0.15625,Positive,1
pano button it looks like a little um,-0.1875,Negative,0
there you go when people are watching,0.0,Neutral,0
the screen recording of this it's going,0.0,Neutral,0
to just look kind of like it looks i'm,0.6,Positive,1
watching what you guys are seeing and it,0.0,Neutral,0
just looks like tunnel vision but like,0.0,Neutral,0
when you're in the headset what do you,0.0,Neutral,0
see oh i feel like i can touch him it's,0.0,Neutral,0
like i can i i mean i am touching it but,0.09375,Positive,1
w it looks like it's going to touch me,0.0,Neutral,0
i'm so excited to see what these look,0.375,Positive,1
like i haven't even seen any of these,0.0,Neutral,0
yet it literally looks like the leaf is,0.0,Neutral,0
touching me okay so now you're going to,0.5,Positive,1
go into a disney plus environment which,0.0,Neutral,0
is one of my favorite things because,0.5,Positive,1
apps like disney plus have the ability,0.0,Neutral,0
to create these environments oh oh man,0.0,Neutral,0
wow i'm in the theater you are in the,0.1,Positive,1
theater cup holder oh my goodness how,0.0,Neutral,0
awesome okay now w wo this is so you're,0.75,Positive,1
gone,0.0,Neutral,0
hi i don't see you i yeah okay well my,0.5,Positive,1
hands it looks like you're petting the,0.0,Neutral,0
table i can't see it okay we're going to,0.5,Positive,1
watch aladdin oh i'm excited have you,0.375,Positive,1
seen this i think i made you go see in,0.0,Neutral,0
theaters mhm my hands are so bright can,0.7000000000000001,Positive,1
you see my hands no i can see your hands,0.0,Neutral,0
w okay so what do you think what does it,0.5,Positive,1
look like it looks it looks like i'm at,0.0,Neutral,0
the movies this is really weird like it,-0.5,Negative,0
feels like i'm at the movies this is,0.0,Neutral,0
confusing for the brain i never liked 3d,-0.3,Negative,0
cuz it made me kind of sick but i feel,-0.05714285714285716,Negative,0
like with this since i'm not like moving,0.0,Neutral,0
my head that much and i'm not really,0.05,Positive,1
like moving around it's different it's a,0.0,Neutral,0
different experience so unfortunately i,-0.25,Negative,0
can't show you what she's seeing right,0.2857142857142857,Positive,1
now in 3d because of copyright so you're,0.0,Neutral,0
just going to have to uh to trust our,0.0,Neutral,0
commentary here i it's like i'm there i,0.0,Neutral,0
know come on out jen okay i don't want,0.5,Positive,1
to it's fun in here i'm not welcome back,-0.03333333333333335,Negative,0
i'm not in the theater facetime jenna,0.0,Neutral,0
eeric oh my gosh so i have you in in the,0.0,Neutral,0
joshua tree environment and your little,-0.1875,Negative,0
screen is actually showing a little,-0.09375,Negative,0
shadow on the rocks that i have you set,0.0,Neutral,0
on this is going to be total inception,0.0,Neutral,0
okay so i'm carrying you right now i'm,0.39285714285714285,Positive,1
walking around wa gosh i got so close,0.0,Neutral,0
cuz i dropped you oh my god i'm freaking,0.0,Neutral,0
out i am freaking out but i can't figure,0.0,Neutral,0
out what's happening because i have this,0.0,Neutral,0
okay this is so freaking wild because i,0.3,Positive,1
couldn't figure out like you were right,0.2857142857142857,Positive,1
next to yourself we're really having a,0.1,Positive,1
fun time here but this looks like you're,0.3,Positive,1
really there nothing because this is,0.2,Positive,1
everything i wonder if i leave you there,0.0,Neutral,0
if i lose you okay i'll bring you with,0.5,Positive,1
me okay here we go we'll be on the tv so,0.5,Positive,1
i'm going to share my keynote with you,0.0,Neutral,0
that i've been working on okay i'm going,0.5,Positive,1
to take you into my presentation room oh,0.0,Neutral,0
we're in the conference room i know look,0.0,Neutral,0
and watch this when i turn around my,0.0,Neutral,0
presentation is there it's a very nice,0.78,Positive,1
conference room so that's my slideshow,0.0,Neutral,0
can you open the,0.0,Neutral,0
blinds uh i don't think i can it's okay,0.5,Positive,1
great uh i'll do a followup next week,0.4,Positive,1
okay okay bye um hi okay so i was,0.5,Positive,1
walking around i forgot i needed to get,0.0,Neutral,0
something in here and then i walk back,0.0,Neutral,0
into this room but like the window is,0.0,Neutral,0
right where i left,0.14285714285714285,Positive,1
it like it's it's right here like it's i,0.2857142857142857,Positive,1
left the window here in this room and i,0.0,Neutral,0
i'm leaving now oh there okay yep uh-huh,0.5,Positive,1
careful when walking around the window,-0.1,Negative,0
it stayed over there it's where i left,0.0,Neutral,0
it this is so,0.0,Neutral,0
so,0.0,Neutral,0
music,0.0,Neutral,0
wild well thank you guys for watching i,0.1,Positive,1
know this is a long video but i was,-0.05,Negative,0
trying to be as thorough as possible in,0.0,Neutral,0
giving you guys the unboxing experience,0.0,Neutral,0
and what it's like to actually use it,0.0,Neutral,0
the only problem is a lot of the footage,0.0,Neutral,0
that i'm showing you like it doesn't,0.0,Neutral,0
look as good as it does in the headset,0.7,Positive,1
stuff that i'm showing you it looks,0.0,Neutral,0
perfectly fine on screen but when it's,0.4166666666666667,Positive,1
actually inside of this headset and in,0.0,Neutral,0
your head it just looks so crystal clear,0.10000000000000002,Positive,1
and everything is just so real life that,0.2,Positive,1
i cannot just enough how you got to try,0.0,Neutral,0
it like if you're not going to buy one i,0.0,Neutral,0
don't that's fine find a friend hop in,0.4166666666666667,Positive,1
guest mode test it out go to the apple,0.0,Neutral,0
store and just use it because it needs,0.0,Neutral,0
to be something that you experience just,0.0,Neutral,0
so that you're getting your mind wrapped,0.0,Neutral,0
around what the possible future looks,0.0,Neutral,0
like for spatial computing not only for,0.0,Neutral,0
apple but there's so many other headsets,0.1875,Positive,1
that i feel like are going to be kind of,0.6,Positive,1
going in this direction so not only for,0.0,Neutral,0
content creation shooting spatial video,0.0,Neutral,0
for advertisers for marketers like this,0.0,Neutral,0
is a whole new world and it's here so,0.16818181818181818,Positive,1
buckle up,0.0,Neutral,0
the apple vision pro.,0.0,Neutral,0
"not going to lie, when this was first announced,",0.25,Positive,1
i thought apple had lost their collective minds and,0.0,Neutral,0
"that this
headset was going to be the biggest flop in the history of tech.",0.0,Neutral,0
but then i tried it.,0.0,Neutral,0
"and as
a diehard android user and a pc consumer,",0.0,Neutral,0
the apple vision pro rocked my socks.,0.0,Neutral,0
"i used it for a total of about 2 hours,",0.0,Neutral,0
"knowing that eventually the time would come to,
you know, do what i do.",0.0,Neutral,0
"and i'll leave this software reviewing to the likes of ijustine or mkbhd,",0.0,Neutral,0
"i'm just here to talk about the build quality, hardware, and durability.",0.0,Neutral,0
"i will say, however, that
the first time i stood up while wearing it,",0.25,Positive,1
"i subconsciously ducked to avoid hitting
one of the virtual displays hanging in front of me.",0.0,Neutral,0
"and if that's not an indicator of how real this thing almost feels,",0.2,Positive,1
i'm not sure what is.,-0.25,Negative,0
"right out of the box, the apple vision pro comes
with a protective sock for the supposedly glass lens on the front.",0.2857142857142857,Positive,1
"there's a magnetically detachable light shield,
and i'm going to be honest again,",0.5,Positive,1
"the best piece of construction
on this vision pro is the solo-knit headband strap.",1.0,Positive,1
"apple says this thing is made from 70% recycled yarn,
but holy smokes if this thing isn't the softest,",-0.1,Negative,0
"most cuddliest piece
of fabric i've ever felt in my whole life.",0.35,Positive,1
"feels like it's been knitted
with the love of a thousand grandmas.",0.5,Positive,1
"there's a little snowboard binding style tightener on the side,",-0.1875,Negative,0
which fits the vibe since these already look like snowboarding goggles.,0.0,Neutral,0
"the solo-knit band is detachable
with a tiny orange pull tab and",0.0,Neutral,0
seems sturdy enough all by itself.,0.0,Neutral,0
"there are cameras splattered all over the front, inside,",0.0,Neutral,0
and on the bottom of the vision pro with very large fan vents built into the frame to cool down the internal hardware.,0.11825396825396825,Positive,1
"after all, the apple vision pro boils down to being just a computer for your face.",-0.15555555555555559,Negative,0
"we'll see all of
its hardware glory in just a few seconds.",-0.2,Negative,0
"the proprietary
twist lock power cable is fine.",0.4166666666666667,Positive,1
there's no way a usb-c or,0.0,Neutral,0
"lightning cable would have been able to handle
a moving user like this thing is able to.",0.5,Positive,1
"and i have plenty more thoughts on the battery, but
we'll also get to that in just a second.",0.25,Positive,1
let's commence with the scratch test.,0.0,Neutral,0
"now this thing is a whopping 3,500
and it feels solid and good in the hand.",0.35,Positive,1
"i fully expected this front surface to be made from glass,",-0.1,Negative,0
especially after watching some other reviewers.,-0.0625,Negative,0
"but as we work our way up the mohs scale of hardness,",0.0,Neutral,0
"we start seeing scratches at a
level 3 with deeper grooves at a level 4.",0.0,Neutral,0
i was so shocked i had to go back and check again.,-0.35,Negative,0
"level 2 seems to be unaffected, but wow.",0.025,Positive,1
"i first thought to myself, don't worry jerry, you just
got bamboozled by a screen protector.",0.25,Positive,1
but there is no screen protector.,0.0,Neutral,0
"this scratched plastic
is permanently attached to the unit.",0.0,Neutral,0
"apple's calling this laminated glass on their website,",0.0,Neutral,0
"but when i read that i thought the laminate would be in the middle or underside, like on a windshield,",0.0,Neutral,0
not on top where it can get permanently scuffed up.,0.5,Positive,1
"any keys, coins, or metal
object that comes in contact with the",0.0,Neutral,0
"apple vision pro will leave a permanent,
unrepairable mark.",0.0,Neutral,0
"yeah, apple does sell applecare for 500, but even with that applecare,",0.0,Neutral,0
the cover glass replacements – the word glass is doing a lot of heavy lifting here – cost 300 additional.,-0.2,Negative,0
"that's a total of 800 to replace the front glass,",0.0,Neutral,0
"which is also conveniently
what the cracked cover glass replacements",0.0,Neutral,0
would have cost if you didn't buy applecare at all.,0.0,Neutral,0
i'm not super good at math.,0.26666666666666666,Positive,1
someone can double check my work there.,0.0,Neutral,0
"but applecare doesn't
seem like all that great of a deal on the apple vision pro.",0.8,Positive,1
"now don't get me wrong, being laminated is absolutely phenomenal when it comes to drops.",0.0,Neutral,0
"the glass is far less
likely to shatter with the laminate being  on the outside.",-0.016666666666666663,Negative,0
"plastic will absorb most
impacts without the glass shattering.",0.5,Positive,1
"but plastic on
the outside means it will scratch easier.",0.0,Neutral,0
"and if those scratches appear on top of one of the mini cameras or sensors around the outside,",0.25,Positive,1
"it's going to really mess up your world view, literally,
figuratively, and economically.",0.0625,Positive,1
the sock that comes with the vision pro best to be on at all times.,1.0,Positive,1
or apple needs to start selling an easily replaceable screen protector.,0.43333333333333335,Positive,1
"also, i would
highly recommend against smoking anything",0.16,Positive,1
"or standing near a campfire while wearing
the vision pro for obvious reasons.",0.05,Positive,1
"the silver anodized metal body of the apple vision pro
is milled from one solid piece of aluminum.",0.0,Neutral,0
extremely impressive actually.,0.5,Positive,1
"the deeper my own
team gets into manufacturing wheelchairs,",0.6,Positive,1
"the more i appreciate what
other companies are able to accomplish.",0.2916666666666667,Positive,1
and this apple vision pro body is truly a work of art.,0.0,Neutral,0
the lower cameras are covered with glass.,0.0,Neutral,0
"the front facing units are obviously covered with soft scratchable plastic,",0.05,Positive,1
so definitely keep an eye out for that.,0.0,Neutral,0
"the buttons
of course are also made from metal.",0.0,Neutral,0
"and continuing onward with the scratchable theme,",0.0,Neutral,0
"scratches on the exterior might not affect the viewing experience,",0.0,Neutral,0
"but scratches
on the interior most definitely will.",0.25,Positive,1
i cannot stress how important it is to not clean or,0.10833333333333334,Positive,1
"wipe the interior plastic lenses of the apple vision pro with paper towels, tissues, or napkins,",0.0,Neutral,0
since all of these paper products have wood fibers that will completely and,0.1,Positive,1
permanently absolutely wreck the plastic lenses.,0.2,Positive,1
"i wore glasses for about a decade, so i know firsthand.",0.0,Neutral,0
you should only use soft cloths to clean the inner lenses since,0.11666666666666667,Positive,1
they can scratch very easily.,0.5633333333333334,Positive,1
"the rubbery flexible ear speakers are pretty nifty,",0.25,Positive,1
"quite enough to fire directly down into your ears,",-0.07777777777777779,Negative,0
but loud enough to also be heard by nearby neighbors.,0.05,Positive,1
"the housing is made from metal,
but seems durable enough so far.",0.05,Positive,1
"the interior of the apple vision
pro with its lightsill removed is kind of a fluffy, stretchy,",0.19999999999999998,Positive,1
"black cloth thing with
a slightly translucent rubber underliner.",-0.16666666666666666,Negative,0
"the rubber is probably there to help keep moisture,
makeup, sweat, and",0.0,Neutral,0
"tears of loneliness from entering into the motorized internals,
which we'll see more of in just a second.",0.25,Positive,1
"there are no visible screws on the outside,
which is fine.",0.20833333333333334,Positive,1
"personally i kind of like the industrial look of visible screws like on the apple watch ultra,",0.6,Positive,1
but i'm also totally fine with finding them on my own.,0.5083333333333333,Positive,1
"i was really good
at those where's waldo books as a kid.",0.7,Positive,1
"and yeah, it did look a little
bit better with the cloth in place.",0.15625,Positive,1
"even with it gone,",0.0,Neutral,0
we still don't see any screws.,0.0,Neutral,0
"so quick little bend
test to see if that might be the quickest way inside.",0.07291666666666666,Positive,1
"but the sheer girth of the
aluminum frame makes any flex impossible.",-0.3333333333333333,Negative,0
"there's no movement
when bent from the front or the back.",0.0,Neutral,0
thumbs up for that.,0.0,Neutral,0
so it looks like we have to actually find those screws if we want to see what's powering this thing and,0.0,Neutral,0
"what the internal and external
displays look like from the inside.",0.0,Neutral,0
"i thought that maybe i could heat up the exterior laminated glass and pop it off that way,",0.0,Neutral,0
but my first attempt only damaged the laminate more.,0.25,Positive,1
"instead i found that
there is a removable black plastic shield",-0.16666666666666666,Negative,0
on the inside hiding some of the inner workings with a lot of t5 and t4 screws in really weird places.,-0.25,Negative,0
"this comes as a shock to no one,",0.0,Neutral,0
"but the apple
vision pro is not designed to be repaired.",0.0,Neutral,0
"with a plethora of screws removed,",0.0,Neutral,0
"the lens mechanism can lift up and away from the frame to reveal dual turbo fans,",0.0,Neutral,0
"very similar
to what we see inside of a macbook.",0.0,Neutral,0
"and this thing does
look incredibly awesome from the inside.",1.0,Positive,1
"the lenses can automatically motorize left and right,",0.14285714285714285,Positive,1
"measuring interpupillary distances between
51 millimeters all the way to 75 millimeters.",0.0,Neutral,0
"the near instant
functionality of this thing is exquisite.",0.3666666666666667,Positive,1
"i do have some thoughts on accessibility improvements, but we'll get to that later.",0.0,Neutral,0
every screw in here is different and,0.0,Neutral,0
there are about 4 or 5 different types of screws.,0.0,Neutral,0
repairability is again an afterthought.,0.0,Neutral,0
"with the plastic lenses gone, we can
dig even deeper to find the inner screen.",0.0,Neutral,0
"apple says there are 23 million pixels inside the vision pro, micro oled pixels to be exact,",0.25,Positive,1
"all of which are jam-packed into two rectangles,
one for each eye.",0.0,Neutral,0
these rectangles are about 32 millimeters wide and 27 millimeters tall.,-0.1,Negative,0
don't let its small size fool you though.,-0.25,Negative,0
"the experience of visiting the moon in these things is otherworldly,",0.0,Neutral,0
and i really am a fan of the vision pro.,0.2,Positive,1
"not enough to actually go back to an iphone,",0.0,Neutral,0
"not at least until they have scheduled text messages, but i am still a fan.",-0.3,Negative,0
"and speaking of fans, again,",0.0,Neutral,0
"we find ourselves with no more visible screws from this side of the vision pro,",-0.25,Negative,0
not even under the carbon fiber looking structure in the middle.,0.0,Neutral,0
"apple's making this teardown difficult,
but that's okay.",0.0,Neutral,0
i enjoy a challenge.,0.4,Positive,1
"and it'll give us another
opportunity to enter in from the screen.",0.0,Neutral,0
"especially now that i know this is the only way left to get inside,",0.0,Neutral,0
i can be a bit more aggressive.,0.5,Positive,1
"we still need to find the
outer screen and the processing hardware.",0.0,Neutral,0
"and finally, with some heat and some razor accurate penetration, thanks to my jerry-rig knife,",0.20000000000000004,Positive,1
"i'm able to slice around the exterior of the apple vision pro and
remove that top laminated glass layer.",0.5,Positive,1
"hard to believe that apple charges 800 for this procedure
when my razor knife only costs 15.",-0.14583333333333334,Negative,0
but alright.,0.0,Neutral,0
there you have it.,0.0,Neutral,0
the apple vision pro's 3 dimensionally formed laminated cover glass removed in one piece.,0.0,Neutral,0
wild that this piece of glass alone costs more than some iphones.,0.3,Positive,1
a question i get quite a lot is why i don't continue my mohs hardness scratch test all the way up to level 9.,0.0,Neutral,0
"well, let me show you.",0.0,Neutral,0
the grand canyon level grooves left by a level 9 pick compromise the glass enough to shatter it out of existence.,0.16666666666666666,Positive,1
but at least now we know that there really is glass underneath all that plastic.,-0.04999999999999999,Negative,0
"screws still somehow manage to elude us,",0.0,Neutral,0
"but don't worry, my patience is immeasurable.",0.0,Neutral,0
"turns out there is another black
plastic layer on this side containing",-0.16666666666666666,Negative,0
"some sort of filter for
the robocop style front display screen.",0.0,Neutral,0
"turns out the reason why this screen is displaying people's eyes
so uniquely is because it's a lenticular lens,",0.375,Positive,1
"a ribbed display which produces the
illusion of depth by having a holographic effect.",0.0,Neutral,0
"it definitely produces a memorable visual animation,
that's for sure.",0.25,Positive,1
"and it's under this lenticular
display that we finally see the hardware.",0.0,Neutral,0
"buckled down with a smorgasbord of screws and ribbon cables,",-0.15555555555555559,Negative,0
the front facing camera array comes off as one complete unit.,0.1,Positive,1
"not surprising since so many of the cameras and
lidar sensors have to be perfectly positioned",0.3833333333333333,Positive,1
"so they can
all work in unison with that new r1 chip.",0.13636363636363635,Positive,1
"and i learned the hard way,",-0.2916666666666667,Negative,0
"there is a copious amount of
thermal paste on apple's circuit boards.",0.0,Neutral,0
"joined together by a flexible hinge over the nose, there are dual boards,",0.0,Neutral,0
one in front of each eye.,0.0,Neutral,0
"and they both use a metal plate directly attached to the
backside of the turbo fans for cooling.",0.1,Positive,1
"with the thermal paste removed, we see the glorious
m2 chip and the phenomenal r1 chip.",0.5,Positive,1
"the r1 chip is what takes all the inputs from the cameras, microphones, sensors, and",0.0,Neutral,0
